comp_A	comp_C	comp_D	comp_E	comp_F	comp_G	comp_H	comp_I	comp_K	comp_L	comp_M	comp_N	comp_P	comp_Q	comp_R	comp_S	comp_T	comp_V	comp_W	comp_Y	kd_mean	kd_max	polarity_Zimmerman_mean	polarity_Zimmerman_max	transmembrane_tendency_ZhaoLondon_mean	transmembrane_tendency_ZhaoLondon_max	flexibility_BhaskaranPonnuswamy_mean	flexibility_BhaskaranPonnuswamy_max	helix_ChouFasman_mean	helix_ChouFasman_max	coil_DeleageRoux_mean	coil_DeleageRoux_max	beta_ChouFasman_mean	beta_ChouFasman_max	Accession	Fold	y
0.2727272727272727	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.22727272727272727	0.0	0.045454545454545456	0.0	0.09090909090909091	0.045454545454545456	0.13636363636363635	0.045454545454545456	0.0	0.045454545454545456	0.0	0.0	-0.9655555555555555	1.6	18.154833333333336	40.68	-1.0909027777777778	-0.1644444444444445	0.44622222222222224	0.49800000000000005	1.125451388888889	1.3077777777777777	0.9602444444444443	1.1713999999999998	0.8847916666666666	1.068888888888889	P42846	1	0
0.045454545454545456	0.0	0.0	0.045454545454545456	0.0	0.13636363636363635	0.18181818181818182	0.0	0.0	0.0	0.09090909090909091	0.0	0.22727272727272727	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.0	0.09090909090909091	-1.321111111111111	0.14000000000000007	13.613333333333333	21.71	-0.7741319444444444	-0.28	0.44527777777777783	0.516	0.8798958333333333	0.9766666666666666	1.1409999999999998	1.2812	0.9058680555555556	1.1344444444444446	Q9XVI2	3	0
0.045454545454545456	0.0	0.22727272727272727	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.0	0.0	0.045454545454545456	0.0	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.18181818181818182	0.0	0.045454545454545456	0.0	0.0	-0.9977777777777777	1.48	15.973111111111113	40.174	-1.034548611111111	-0.052222222222222246	0.4618333333333334	0.51	0.9905902777777778	1.1522222222222223	1.0594722222222221	1.2471999999999999	0.8140277777777778	0.9511111111111111	O75122	1	0
0.13636363636363635	0.0	0.0	0.0	0.18181818181818182	0.045454545454545456	0.0	0.13636363636363635	0.0	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.0	0.13636363636363635	0.0	0.045454545454545456	0.0	0.09090909090909091	0.0	0.0	0.5311111111111111	3.7599999999999993	9.565333333333335	40.206	0.04975694444444445	1.7055555555555557	0.4306666666666667	0.49000000000000005	1.0842361111111112	1.2233333333333332	0.9188999999999999	1.0372	1.1165625000000001	1.4100000000000001	P08375	3	1
0.13636363636363635	0.0	0.045454545454545456	0.18181818181818182	0.0	0.045454545454545456	0.0	0.0	0.0	0.22727272727272727	0.045454545454545456	0.0	0.045454545454545456	0.0	0.09090909090909091	0.045454545454545456	0.0	0.13636363636363635	0.0	0.0	-0.36	2.7	16.359722222222224	31.512	-0.7004166666666666	0.3500000000000001	0.4541111111111111	0.514	1.0873263888888889	1.246666666666667	0.940016666666667	1.1804000000000001	0.9306597222222223	1.0466666666666666	Q9HAP6	2	0
0.0	0.0	0.09090909090909091	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.13636363636363635	0.045454545454545456	0.0	0.22727272727272727	0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.0	-0.8072222222222223	1.3599999999999999	19.535833333333336	31.351999999999997	-0.6405208333333332	0.3111111111111111	0.44027777777777777	0.506	1.0952430555555557	1.231111111111111	0.9466388888888889	1.1474	0.9262847222222221	1.108888888888889	O45717	0	0
0.045454545454545456	0.0	0.0	0.09090909090909091	0.0	0.13636363636363635	0.0	0.09090909090909091	0.13636363636363635	0.045454545454545456	0.13636363636363635	0.0	0.0	0.09090909090909091	0.0	0.18181818181818182	0.045454545454545456	0.0	0.0	0.0	0.3416666666666666	3.22	12.3945	21.446	-0.12690972222222216	1.218888888888889	0.44449999999999995	0.49399999999999994	1.0951041666666665	1.2044444444444444	0.9196888888888888	1.0623999999999998	1.0480555555555555	1.3444444444444443	Q9LXF3	1	0
0.09090909090909091	0.09090909090909091	0.0	0.045454545454545456	0.0	0.09090909090909091	0.0	0.0	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.0	0.0	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.22727272727272727	0.0	0.0	0.4322222222222222	2.46	14.3825	30.552	-0.3211111111111111	0.5322222222222222	0.4355	0.488	1.0600694444444445	1.1377777777777778	0.9207611111111113	1.0186	1.0542708333333333	1.2877777777777777	Q94BT9	1	0
0.045454545454545456	0.0	0.045454545454545456	0.09090909090909091	0.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.0	0.09090909090909091	0.045454545454545456	0.0	0.18181818181818182	0.09090909090909091	0.13636363636363635	0.0	0.045454545454545456	-0.2694444444444445	1.8799999999999997	10.43611111111111	21.332	-0.5496875	0.14444444444444451	0.45338888888888884	0.49800000000000005	0.9839236111111112	1.1066666666666665	1.0051111111111113	1.1582	0.9969097222222223	1.188888888888889	P40075	2	0
0.13636363636363635	0.0	0.0	0.0	0.045454545454545456	0.13636363636363635	0.0	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.09090909090909091	0.09090909090909091	0.0	0.18181818181818182	0.045454545454545456	0.0	0.30777777777777776	2.54	10.117	21.214000000000002	-0.018611111111111106	0.9866666666666666	0.439	0.508	1.0193055555555555	1.1644444444444444	0.9668666666666668	1.2029999999999998	1.0612847222222221	1.2644444444444445	Q5XKP0	0	0
